angle,coords,dist,images/pieces/aurora30/piece_17.png
47.147585428298505,"(165, 3)",113.21660655575224,
135.6740368979845,"(2, 2)",120.21647141718975,
221.4677054161091,"(2, 162)",114.76933388322858,
321.84277341263095,"(172, 152)",106.82696288858914,
